ADX_THRESHOLD_LONG,ADX_THRESHOLD_SHORT,ROC_THRESHOLD_LONG,ROC_THRESHOLD_SHORT,TARGET_MULTIPLIER,STOP_LOSS_ATR_MULT,MAX_HOLDING_DAYS,PARTIAL_EXIT_THRESHOLD,sharpe_oos,n_trades
25,35,0.8,1.2,1.5,2.0,7,0.07,0.859877100036637,306
30,35,0.3,1.2,1.2,1.0,5,0.1,0.8596381456663595,360
30,35,0.3,1.2,1.2,1.0,7,0.1,0.8596381456663595,360
25,30,0.8,0.5,2.0,1.0,7,0.05,0.8594454088964866,399
20,30,0.8,0.5,1.2,2.0,5,0.05,0.8594411587062569,396
30,30,0.8,0.5,1.2,1.5,3,0.05,0.8592896539866334,327
30,30,0.5,1.2,1.2,1.0,7,0.1,0.8586849947921614,375
30,30,0.5,1.2,1.2,1.0,5,0.1,0.8586849947921614,375
30,25,0.8,1.2,1.5,2.0,7,0.1,0.858320009776504,291
30,35,0.8,0.8,1.2,1.5,3,0.05,0.8582434097990732,306
30,35,0.8,0.8,2.0,1.5,3,0.1,0.8577845811201679,300
25,30,0.8,1.2,1.2,2.0,3,0.1,0.8576764086656214,345
25,35,0.8,1.2,1.2,2.0,3,0.07,0.8570487198865119,327
20,25,0.8,0.8,1.5,1.0,5,0.07,0.8556015213083197,510
30,35,0.8,0.8,1.2,1.5,3,0.07,0.8552138738787766,306
30,35,0.3,0.8,1.5,1.0,5,0.1,0.8543982634644859,354
30,35,0.8,0.8,1.5,1.5,3,0.1,0.8530018442488665,306
30,30,0.3,0.8,2.0,1.0,7,0.1,0.8528350473057578,360
30,30,0.5,0.8,2.0,1.0,7,0.05,0.8524258868587773,357
25,35,0.8,1.2,1.2,1.0,5,0.07,0.8523277985322548,402
25,35,0.8,1.2,1.2,1.0,7,0.07,0.8523277985322548,402
30,30,0.3,0.5,1.5,1.0,5,0.1,0.8522707445400033,375
30,35,0.3,0.5,2.0,1.0,7,0.07,0.8520491504776654,345
30,30,0.8,0.5,1.5,1.5,3,0.07,0.8512236344969225,327
20,30,0.5,0.5,2.0,1.0,3,0.07,0.8502756777308861,519
25,35,0.8,0.8,1.5,1.0,5,0.07,0.8497588101457391,396
20,25,0.8,1.2,1.5,1.0,5,0.07,0.8493206584933989,504
20,35,0.5,0.5,2.0,1.0,3,0.07,0.8482537444663046,501
30,30,0.5,1.2,1.5,1.0,5,0.05,0.8480084876200222,366
30,35,0.8,0.5,2.0,1.5,3,0.05,0.8478641519531496,303
30,35,0.5,0.5,2.0,1.0,7,0.05,0.8475909138677602,342
30,35,0.5,0.5,1.5,1.0,5,0.1,0.8472341883725125,354
25,30,0.8,1.2,1.5,2.0,7,0.05,0.8462789107734368,324
30,35,0.5,0.8,1.5,1.0,5,0.07,0.8460521191953517,351
30,25,0.8,1.2,1.2,2.0,7,0.07,0.8452167297241897,294
20,35,0.5,0.8,2.0,1.0,3,0.1,0.8444959117843467,498
25,30,0.8,1.2,1.2,2.0,7,0.07,0.84446442858545,327
30,35,0.8,1.2,2.0,1.5,7,0.1,0.8444031279018509,279
20,25,0.8,1.2,1.5,1.0,5,0.1,0.8443538165676007,504
30,30,0.5,1.2,1.2,1.0,7,0.07,0.8430988559655702,375
30,30,0.5,1.2,1.2,1.0,5,0.07,0.8430988559655702,375
30,30,0.8,0.5,2.0,1.5,3,0.07,0.8419621165958836,321
30,30,0.5,0.5,1.5,1.0,5,0.07,0.8415892452483162,372
25,35,0.8,1.2,1.5,2.0,7,0.1,0.841552946917577,306
30,30,0.3,0.8,2.0,1.0,7,0.07,0.8406769567417037,360
30,35,0.5,1.2,2.0,1.0,5,0.1,0.8405883079668145,339
30,35,0.8,1.2,2.0,1.5,7,0.07,0.8405520698359977,279
25,35,0.8,0.8,2.0,1.0,7,0.05,0.8400541263477685,378
30,30,0.8,0.5,1.2,1.5,3,0.07,0.8395035288178799,327
25,30,0.8,1.2,2.0,2.0,7,0.07,0.8381913968315617,324
20,25,0.8,0.8,1.5,1.0,5,0.1,0.8380928772483842,510
30,35,0.8,0.8,1.2,1.5,3,0.1,0.8379508310560161,306
30,30,0.3,0.8,1.5,1.0,5,0.07,0.8376309143187232,372
25,35,0.8,1.2,1.5,1.0,5,0.05,0.8373132005712373,393
30,30,0.8,0.8,1.5,1.5,3,0.1,0.8372610116938944,324
30,25,0.8,1.2,1.2,2.0,7,0.1,0.8369323311151525,294
30,35,0.8,0.5,1.5,1.5,3,0.05,0.8366655955183975,309
20,35,0.8,1.2,1.5,2.0,5,0.07,0.8365803954940324,372
20,35,0.8,1.2,2.0,2.0,5,0.07,0.8365803954940324,372
30,35,0.3,1.2,1.2,1.0,7,0.07,0.8363496934169556,360
30,35,0.3,1.2,1.2,1.0,5,0.07,0.8363496934169556,360
30,30,0.3,1.2,1.5,1.0,5,0.05,0.8349776543358076,369
30,35,0.8,0.5,2.0,1.5,3,0.07,0.8341646421167955,303
30,30,0.5,0.5,2.0,1.0,7,0.05,0.8335561017393943,360
30,30,0.3,0.5,2.0,1.0,7,0.1,0.8334082019530805,363
30,35,0.8,0.5,1.5,1.5,3,0.07,0.8329387182367649,309
20,35,0.8,0.8,1.2,2.0,5,0.07,0.8329136847783286,375
20,30,0.5,0.8,2.0,1.0,3,0.1,0.8328829168075118,516
30,30,0.3,1.2,1.2,1.0,5,0.1,0.8326463177439327,378
30,30,0.3,1.2,1.2,1.0,7,0.1,0.8326463177439327,378
25,35,0.8,0.5,1.5,1.0,5,0.07,0.8324969643741046,399
25,30,0.8,0.8,1.5,1.0,5,0.05,0.8305503410490552,414
30,30,0.8,0.8,2.0,1.5,3,0.1,0.8294424736519037,318
20,35,0.5,0.5,2.0,1.0,3,0.1,0.8289798311745852,501
30,35,0.5,1.2,1.5,1.0,5,0.05,0.8289696165764997,348
20,35,0.8,0.8,2.0,2.0,5,0.05,0.8278589416735547,375
20,35,0.8,0.8,1.5,2.0,5,0.05,0.8278589416735547,375
30,30,0.8,1.2,2.0,1.5,7,0.07,0.8274786994781896,297
30,35,0.3,0.8,2.0,1.0,7,0.05,0.8274597203485751,342
20,25,0.8,0.5,2.0,1.0,7,0.1,0.8266193690895901,489
25,35,0.8,1.2,1.5,2.0,3,0.05,0.8264000810347006,327
25,35,0.8,1.2,2.0,2.0,3,0.05,0.8264000810347006,327
25,30,0.8,0.8,1.2,2.0,3,0.05,0.8262815417800131,348
20,25,0.8,0.8,1.5,1.0,5,0.05,0.8261182790167398,510
25,35,0.8,1.2,1.2,2.0,3,0.1,0.8251113168069661,327
30,35,0.8,0.5,1.2,1.5,3,0.05,0.8249773494859886,309
25,35,0.8,0.5,2.0,1.0,7,0.05,0.8242811344329544,381
25,30,0.8,0.8,1.2,1.0,5,0.1,0.8241248068487896,423
25,30,0.8,0.8,1.2,1.0,7,0.1,0.8241248068487896,423
20,30,0.8,1.2,1.5,2.0,5,0.07,0.8240395640499157,390
20,30,0.8,1.2,2.0,2.0,5,0.07,0.8240395640499157,390
30,35,0.3,0.5,1.5,1.0,5,0.1,0.8229131027551876,357
30,30,0.8,0.8,1.2,1.5,3,0.1,0.8222099985010441,324
30,35,0.8,0.5,2.0,1.5,3,0.1,0.8219941254443455,303
20,30,0.8,0.8,1.2,2.0,5,0.07,0.8218831285949731,393
30,35,0.3,0.8,1.5,1.0,5,0.07,0.8216357856346208,354
30,25,0.8,1.2,2.0,2.0,7,0.07,0.8215903566452897,291
30,30,0.3,0.5,2.0,1.0,7,0.07,0.8215902856741784,363
20,30,0.5,0.5,2.0,1.0,3,0.1,0.8212191348150998,519
30,35,0.8,0.5,1.2,1.5,3,0.07,0.8212186125577221,309
25,30,0.8,1.2,1.5,2.0,3,0.1,0.8207026435890019,345
25,30,0.8,1.2,2.0,2.0,3,0.1,0.8207026435890019,345
30,25,0.8,1.2,1.5,2.0,7,0.05,0.8204774923457203,291
30,35,0.5,1.2,2.0,1.0,5,0.07,0.8203919017791795,339
30,35,0.8,0.5,1.5,1.5,3,0.1,0.8191420786559359,309
30,30,0.8,1.2,2.0,1.5,7,0.1,0.8184256803928274,297
25,30,0.8,0.5,1.5,1.0,5,0.05,0.8181552994041452,417
20,30,0.8,0.8,1.5,2.0,5,0.05,0.8173104767083499,393
20,30,0.8,0.8,2.0,2.0,5,0.05,0.8173104767083499,393
30,30,0.3,0.5,1.5,1.0,5,0.07,0.8171729116875855,375
30,30,0.3,1.2,1.2,1.0,7,0.07,0.8170601789173413,378
30,30,0.3,1.2,1.2,1.0,5,0.07,0.8170601789173413,378
25,30,0.8,1.2,1.2,2.0,7,0.1,0.8169690426178718,327
30,30,0.8,0.5,1.5,1.5,3,0.1,0.8160974118616854,327
30,35,0.3,1.2,1.5,1.0,5,0.05,0.815938783292285,351
25,30,0.8,1.2,1.2,1.0,7,0.05,0.815595972452339,420
25,30,0.8,1.2,1.2,1.0,5,0.05,0.815595972452339,420
30,35,0.5,0.5,1.5,1.0,5,0.07,0.8153274892181224,354
25,35,0.8,1.2,2.0,2.0,3,0.07,0.8142766899182445,327
25,35,0.8,1.2,1.5,2.0,3,0.07,0.8142766899182445,327
25,30,0.8,0.5,1.2,2.0,3,0.05,0.814246947561659,351
25,30,0.8,0.5,1.2,1.0,7,0.1,0.8128563123271988,426
25,30,0.8,0.5,1.2,1.0,5,0.1,0.8128563123271988,426
20,35,0.8,0.5,1.2,2.0,5,0.07,0.812343992566724,378
25,25,0.8,1.2,2.0,1.0,3,0.07,0.8093159616445583,432
20,25,0.8,0.5,1.5,1.0,5,0.07,0.8090445783662171,516
25,25,0.8,1.2,2.0,1.0,3,0.1,0.8088484673119977,432
30,30,0.8,0.5,2.0,1.5,3,0.1,0.8076473496084182,321
20,30,0.8,0.5,1.2,2.0,5,0.07,0.807452219166409,396
20,35,0.8,0.5,2.0,2.0,5,0.05,0.8065488583985868,378
20,35,0.8,0.5,1.5,2.0,5,0.05,0.8065488583985868,378
25,30,0.8,0.8,1.5,2.0,7,0.07,0.8060568621181093,327
20,25,0.8,1.2,1.5,1.0,5,0.05,0.8058443116946206,504
25,30,0.8,0.8,1.2,1.0,5,0.07,0.8055883168048897,423
25,30,0.8,0.8,1.2,1.0,7,0.07,0.8055883168048897,423
25,30,0.8,0.8,1.2,2.0,3,0.07,0.8048019979068919,348
25,35,0.8,0.8,1.2,1.0,5,0.1,0.8045496798744218,405
25,35,0.8,0.8,1.2,1.0,7,0.1,0.8045496798744218,405
30,30,0.3,0.8,2.0,1.0,7,0.05,0.8044623551647904,360
20,35,0.8,1.2,1.2,2.0,5,0.1,0.8043869483390437,372
30,35,0.8,0.5,1.2,1.5,3,0.1,0.8040910654630853,309
25,25,0.8,1.2,1.5,1.0,7,0.1,0.8032838093899984,435
30,35,0.5,0.8,1.2,1.0,5,0.1,0.8029500072284288,360
30,35,0.5,0.8,1.2,1.0,7,0.1,0.8029500072284288,360
20,30,0.8,0.5,1.5,2.0,5,0.05,0.8025250446154689,396
20,30,0.8,0.5,2.0,2.0,5,0.05,0.8025250446154689,396
25,30,0.8,1.2,2.0,2.0,7,0.1,0.8016855838734375,324
30,30,0.8,0.5,1.2,1.5,3,0.1,0.8010463986688349,327
25,35,0.8,1.2,2.0,2.0,7,0.07,0.8008249348522033,306
25,35,0.8,1.2,1.2,2.0,7,0.07,0.8008242897827711,309
30,35,0.3,0.5,2.0,1.0,7,0.05,0.7996273821737734,345
20,30,0.5,1.2,1.5,1.0,3,0.05,0.7969748858708362,531
25,30,0.8,1.2,1.2,2.0,7,0.05,0.7954227928503824,327
25,30,0.8,0.8,2.0,2.0,3,0.05,0.7947094600689809,348
25,30,0.8,0.8,1.5,2.0,3,0.05,0.7947094600689809,348
25,30,0.8,0.5,1.5,2.0,7,0.07,0.7944893150241491,330
25,30,0.8,0.5,1.2,1.0,5,0.07,0.7943557349673067,426
25,30,0.8,0.5,1.2,1.0,7,0.07,0.7943557349673067,426
30,30,0.5,1.2,2.0,1.0,5,0.1,0.7936819789491101,357
30,25,0.8,1.2,2.0,2.0,7,0.1,0.7926170340955093,291
25,30,0.8,0.5,1.2,2.0,3,0.07,0.7925850419212137,351
20,25,0.8,0.5,1.5,1.0,5,0.1,0.7920690783094949,516
30,35,0.3,0.5,1.5,1.0,5,0.07,0.7909111556573915,357
25,25,0.8,0.8,2.0,1.0,3,0.07,0.7906264721609768,438
25,25,0.8,1.2,2.0,1.0,3,0.05,0.7904525839714999,432
20,30,0.5,1.2,1.5,1.0,7,0.1,0.7904113602740884,513
30,30,0.8,1.2,2.0,1.5,7,0.05,0.7897927200282144,297
25,35,0.8,0.5,1.2,1.0,5,0.1,0.7888879305330345,408
25,35,0.8,0.5,1.2,1.0,7,0.1,0.7888879305330345,408
30,25,0.8,1.2,1.2,2.0,7,0.05,0.7882479590068867,294
25,30,0.8,1.2,2.0,2.0,7,0.05,0.7882039365747562,324
20,30,0.8,1.2,1.2,2.0,5,0.1,0.787624541733781,390
30,30,0.5,1.2,2.0,1.0,5,0.07,0.7874744854617163,357
25,35,0.8,1.2,1.2,2.0,7,0.1,0.7872400718723509,309
25,35,0.8,1.2,1.5,2.0,7,0.05,0.7871351936742517,306
30,30,0.3,0.5,2.0,1.0,7,0.05,0.7855925700454074,363
25,25,0.8,0.8,2.0,1.0,3,0.05,0.7852236676327756,438
30,30,0.8,1.2,1.5,1.5,7,0.07,0.784447456255347,306
25,35,0.8,1.2,2.0,2.0,3,0.1,0.7840091322996834,327
25,35,0.8,1.2,1.5,2.0,3,0.1,0.7840091322996834,327
30,35,0.8,1.2,1.5,1.5,7,0.1,0.7835669741389606,288
25,30,0.8,0.5,2.0,2.0,3,0.05,0.7830654261401186,351
25,30,0.8,0.5,1.5,2.0,3,0.05,0.7830654261401186,351
30,30,0.8,1.2,1.2,1.5,7,0.07,0.7808887559934264,315
30,30,0.8,1.2,1.5,1.5,7,0.1,0.7808487919318591,306
25,25,0.8,0.8,1.5,1.0,7,0.1,0.7798290841258512,441
30,35,0.5,0.8,1.2,1.0,7,0.07,0.7796615549790251,360
30,35,0.5,0.8,1.2,1.0,5,0.07,0.7796615549790251,360
30,30,0.8,1.2,1.2,1.5,7,0.1,0.7793733262211654,315
25,35,0.8,1.2,1.2,1.0,7,0.05,0.7792792931360621,402
25,35,0.8,1.2,1.2,1.0,5,0.05,0.7792792931360621,402
25,35,0.8,0.8,1.2,1.0,5,0.07,0.7787998509919375,405
25,35,0.8,0.8,1.2,1.0,7,0.07,0.7787998509919375,405
25,30,0.8,1.2,2.0,1.0,5,0.07,0.7782978184728997,396
25,25,0.8,0.8,2.0,1.0,3,0.1,0.7782072089364617,438
20,25,0.8,0.5,1.5,1.0,5,0.05,0.7781771935704966,516
20,30,0.5,1.2,1.2,1.0,3,0.1,0.7777520302516533,543
20,30,0.5,1.2,1.5,1.0,3,0.1,0.7774716208595733,531
30,35,0.3,0.8,1.2,1.0,5,0.1,0.7772592347715225,363
30,35,0.3,0.8,1.2,1.0,7,0.1,0.7772592347715225,363
20,30,0.5,1.2,1.5,1.0,3,0.07,0.7768801144395907,531
25,35,0.8,1.2,2.0,2.0,7,0.1,0.7767060673949912,306
30,30,0.5,0.8,1.2,1.0,5,0.1,0.775958179306002,378
30,30,0.5,0.8,1.2,1.0,7,0.1,0.775958179306002,378
30,35,0.5,0.5,1.2,1.0,5,0.1,0.7755932694503765,363
30,35,0.5,0.5,1.2,1.0,7,0.1,0.7755932694503765,363
25,30,0.8,0.8,1.5,2.0,7,0.1,0.774399652765856,327
30,35,0.8,1.2,2.0,1.5,7,0.05,0.7738753399921289,279
20,35,0.8,0.8,1.5,2.0,5,0.07,0.7733567303709069,375
20,35,0.8,0.8,2.0,2.0,5,0.07,0.7733567303709069,375
25,35,0.8,0.8,1.5,2.0,7,0.07,0.7723370489825052,309
20,30,0.5,1.2,1.2,1.0,3,0.05,0.7716441707243591,543
30,35,0.8,1.2,1.5,1.5,7,0.07,0.7714749990728078,288
30,35,0.3,1.2,2.0,1.0,5,0.1,0.7713300266583646,342
20,25,0.8,0.8,1.2,1.0,7,0.07,0.7704784240274526,528
20,25,0.8,0.8,1.2,1.0,5,0.07,0.7704784240274526,528
25,30,0.8,1.2,2.0,1.0,5,0.1,0.7698072966266909,396
25,25,0.8,1.2,1.5,1.0,3,0.1,0.767704966966715,447
30,30,0.5,0.8,1.5,1.0,5,0.05,0.7675615048697169,369
25,30,0.8,0.8,1.5,2.0,3,0.07,0.7664442720787418,348
25,30,0.8,0.8,2.0,2.0,3,0.07,0.7664442720787418,348
30,35,0.8,1.2,1.2,1.5,7,0.1,0.7662866125957639,297
30,25,0.8,0.8,1.5,2.0,7,0.07,0.7657451253938486,300
20,25,0.8,0.8,1.2,1.0,5,0.1,0.765671133960218,528
20,25,0.8,0.8,1.2,1.0,7,0.1,0.765671133960218,528
25,35,0.8,0.8,1.5,1.0,5,0.05,0.7656445720362097,396
25,35,0.8,0.5,1.2,1.0,5,0.07,0.7633121199430449,408
25,35,0.8,0.5,1.2,1.0,7,0.07,0.7633121199430449,408
25,30,0.8,0.5,1.5,2.0,7,0.1,0.7627933448817915,330
20,30,0.5,1.2,1.5,1.0,7,0.07,0.7627110724819346,513
25,35,0.8,1.2,2.0,1.0,5,0.1,0.7620031095949655,378
30,35,0.5,1.2,1.2,1.0,5,0.05,0.7613350169022929,357
30,35,0.5,1.2,1.2,1.0,7,0.05,0.7613350169022929,357
20,30,0.8,0.8,2.0,2.0,5,0.07,0.7608158989267901,393
20,30,0.8,0.8,1.5,2.0,5,0.07,0.7608158989267901,393
30,30,0.5,0.8,1.2,1.0,7,0.07,0.7603720404794105,378
30,30,0.5,0.8,1.2,1.0,5,0.07,0.7603720404794105,378
25,35,0.8,0.8,1.2,2.0,3,0.05,0.7595497495955116,330
30,25,0.8,1.2,2.0,2.0,7,0.05,0.7590652191482005,291
25,35,0.8,1.2,2.0,1.0,5,0.07,0.7586816358459029,378
30,30,0.5,0.5,1.2,1.0,7,0.1,0.7577541789277513,381
30,30,0.5,0.5,1.2,1.0,5,0.1,0.7577541789277513,381
20,30,0.5,1.2,1.2,1.0,3,0.07,0.7575630285298519,543
25,30,0.8,0.8,1.5,2.0,7,0.05,0.7570451215201953,327
30,35,0.5,0.8,2.0,1.0,5,0.1,0.756317026856426,342
25,30,0.8,0.8,1.2,2.0,3,0.1,0.7558414459113119,348
25,35,0.8,0.5,1.5,2.0,7,0.07,0.755631883516721,312
25,35,0.8,0.8,1.2,2.0,3,0.07,0.7550853868064585,330
30,30,0.3,0.8,1.5,1.0,5,0.05,0.7550648523438908,372
20,25,0.8,1.2,1.5,2.0,7,0.05,0.7548972133371028,405
25,30,0.8,0.5,2.0,2.0,3,0.07,0.7546606053915963,351
25,30,0.8,0.5,1.5,2.0,3,0.07,0.7546606053915963,351
25,35,0.8,0.8,1.5,2.0,7,0.1,0.7541186358178399,309
30,35,0.3,1.2,2.0,1.0,5,0.07,0.7539897210205874,342
30,35,0.3,0.8,1.2,1.0,7,0.07,0.7539707825221186,363
30,35,0.3,0.8,1.2,1.0,5,0.07,0.7539707825221186,363
20,35,0.8,0.5,2.0,2.0,5,0.07,0.7536391089140465,378
20,35,0.8,0.5,1.5,2.0,5,0.07,0.7536391089140465,378
30,30,0.5,1.2,1.2,1.0,5,0.05,0.7534725379068185,375
30,30,0.5,1.2,1.2,1.0,7,0.05,0.7534725379068185,375
20,35,0.5,1.2,1.2,1.0,3,0.1,0.7534330111436923,525
25,30,0.8,0.8,1.2,2.0,7,0.07,0.7528160877253566,330
30,35,0.5,0.5,1.2,1.0,5,0.07,0.7525468651796231,363
30,35,0.5,0.5,1.2,1.0,7,0.07,0.7525468651796231,363
25,30,0.8,0.8,2.0,2.0,7,0.07,0.7522579087417841,327
30,30,0.3,0.8,1.2,1.0,7,0.1,0.7502674068490957,381
30,30,0.3,0.8,1.2,1.0,5,0.1,0.7502674068490957,381
30,35,0.3,0.5,1.2,1.0,7,0.1,0.7499024969934702,366
30,35,0.3,0.5,1.2,1.0,5,0.1,0.7499024969934702,366
30,35,0.5,1.2,2.0,1.0,5,0.05,0.7495521764476218,339
25,35,0.8,0.5,1.5,1.0,5,0.05,0.7486923208419217,399
30,35,0.5,0.8,1.5,1.0,5,0.05,0.7485226338261947,351
30,35,0.3,1.2,1.2,1.0,7,0.05,0.7480363770576443,360
30,35,0.3,1.2,1.2,1.0,5,0.05,0.7480363770576443,360
20,30,0.5,0.8,1.5,1.0,7,0.1,0.7474005995273791,516
30,30,0.5,0.5,1.5,1.0,5,0.05,0.7472707084313185,372
20,30,0.5,0.8,1.5,1.0,3,0.05,0.7471380221948924,534
20,30,0.8,0.5,2.0,2.0,5,0.07,0.7470239240035165,396
20,30,0.8,0.5,1.5,2.0,5,0.07,0.7470239240035165,396
30,30,0.8,1.2,1.5,1.5,7,0.05,0.7459649712435346,306
30,35,0.8,1.2,1.2,1.5,7,0.07,0.7459256154825109,297
25,30,0.8,0.5,1.5,2.0,7,0.05,0.7456321962178776,330
30,35,0.8,0.8,2.0,1.5,7,0.1,0.7455414652326554,282
25,25,0.8,1.2,1.5,1.0,3,0.07,0.7444974631281731,447
25,30,0.8,0.5,1.2,2.0,3,0.1,0.7437627918869372,351
20,35,0.5,1.2,1.5,1.0,3,0.05,0.743326777572695,513
30,30,0.8,1.2,1.2,1.5,7,0.05,0.7425809431918345,315
25,35,0.8,0.5,1.2,2.0,3,0.05,0.7422230709967275,333
30,30,0.5,0.5,1.2,1.0,5,0.07,0.7421779705691759,381
30,30,0.5,0.5,1.2,1.0,7,0.07,0.7421779705691759,381
25,25,0.8,0.8,1.5,1.0,3,0.1,0.742120383608969,453
25,30,0.8,0.8,1.2,1.0,5,0.05,0.7420708761348663,423
25,30,0.8,0.8,1.2,1.0,7,0.05,0.7420708761348663,423
20,35,0.8,0.8,1.2,2.0,5,0.1,0.741804854428541,375
30,35,0.8,0.8,2.0,1.5,7,0.07,0.7415606591231394,282
20,35,0.5,1.2,1.5,1.0,7,0.1,0.7415510515481276,495
25,30,0.8,0.5,1.2,2.0,7,0.07,0.7408262772350233,333
25,30,0.8,0.5,2.0,2.0,7,0.07,0.7406903616478239,330
30,30,0.3,1.2,1.2,1.0,7,0.05,0.7401738980621698,378
30,30,0.3,1.2,1.2,1.0,5,0.05,0.7401738980621698,378
25,30,0.8,1.2,2.0,1.0,5,0.05,0.7400163621981222,396
25,25,0.8,1.2,1.5,1.0,7,0.07,0.7398133628101318,435
20,35,0.8,1.2,2.0,2.0,5,0.1,0.7395351479796521,372
20,35,0.8,1.2,1.5,2.0,5,0.1,0.7395351479796521,372
20,35,0.5,1.2,1.2,1.0,3,0.05,0.7382935629287442,525
25,35,0.8,0.5,1.2,2.0,3,0.07,0.7373586709898385,333
25,35,0.8,0.5,1.5,2.0,7,0.1,0.7372759794949661,312
20,30,0.5,0.5,1.5,1.0,7,0.1,0.7371627259020451,519
20,30,0.5,0.5,1.5,1.0,3,0.05,0.7360456257305413,537
30,35,0.3,0.8,1.5,1.0,5,0.05,0.7360259813003686,354
25,25,0.8,0.5,2.0,1.0,3,0.07,0.7355234921323448,444
30,35,0.5,0.8,2.0,1.0,5,0.07,0.7351743557752223,342
30,30,0.3,0.5,1.5,1.0,5,0.05,0.734774055905492,375
30,30,0.3,0.8,1.2,1.0,5,0.07,0.7346812680225042,381
30,30,0.3,0.8,1.2,1.0,7,0.07,0.7346812680225042,381
30,30,0.5,1.2,2.0,1.0,5,0.05,0.733760793248333,357
20,25,0.8,0.8,1.2,1.0,5,0.05,0.7331957918650419,528
20,25,0.8,0.8,1.2,1.0,7,0.05,0.7331957918650419,528
30,30,0.3,0.5,1.2,1.0,5,0.1,0.7320634064708448,384
30,30,0.3,0.5,1.2,1.0,7,0.1,0.7320634064708448,384
25,25,0.8,0.8,1.5,1.0,3,0.07,0.731802406898728,453
25,30,0.8,0.5,1.2,1.0,5,0.05,0.7309120095327117,426
25,30,0.8,0.5,1.2,1.0,7,0.05,0.7309120095327117,426
20,25,0.8,1.2,1.2,2.0,7,0.05,0.7298670298593836,408
25,25,0.8,0.8,1.5,1.0,7,0.07,0.729737398598921,441
25,25,0.8,0.5,1.5,1.0,7,0.1,0.7291951402618362,447
25,25,0.8,0.5,2.0,1.0,3,0.05,0.7290005948348868,444
30,30,0.8,0.8,2.0,1.5,7,0.07,0.7284872887653313,300
25,35,0.8,1.2,1.2,2.0,7,0.05,0.7281780898413692,309
20,30,0.5,0.8,1.5,1.0,3,0.1,0.7281518729623561,534
20,30,0.5,1.2,1.5,1.0,7,0.05,0.7275224081625697,513
30,35,0.5,0.5,2.0,1.0,5,0.1,0.7273111032403293,345
20,30,0.5,0.8,1.2,1.0,3,0.1,0.7272274672314829,546
20,30,0.5,0.8,1.5,1.0,3,0.07,0.7270702113140537,534
30,35,0.3,0.5,1.2,1.0,7,0.07,0.7268560927227167,366
30,35,0.3,0.5,1.2,1.0,5,0.07,0.7268560927227167,366
30,25,0.8,0.8,1.2,2.0,7,0.07,0.7268463080030632,303
20,25,0.8,1.2,1.5,2.0,7,0.07,0.7260873391467063,405
20,35,0.5,1.2,1.2,1.0,3,0.07,0.7255956667716524,525
25,30,0.8,0.8,1.2,2.0,7,0.1,0.7255557074726718,330
25,35,0.8,1.2,2.0,2.0,7,0.05,0.7253645562202524,306
20,30,0.8,0.8,1.2,2.0,5,0.1,0.7250424478232784,393
30,25,0.8,0.8,1.5,2.0,7,0.1,0.7246029615058714,300
30,30,0.3,1.2,2.0,1.0,5,0.1,0.7244236976406604,360
20,25,0.8,0.5,1.2,1.0,5,0.07,0.7243819929600672,534
20,25,0.8,0.5,1.2,1.0,7,0.07,0.7243819929600672,534
25,35,0.8,0.8,2.0,2.0,3,0.05,0.7243181632382656,330
25,35,0.8,0.8,1.5,2.0,3,0.05,0.7243181632382656,330
25,25,0.8,0.5,2.0,1.0,3,0.1,0.723889409593638,444
25,35,0.8,0.8,1.2,2.0,3,0.1,0.7232763540526566,330
30,25,0.8,0.8,1.5,2.0,7,0.05,0.7216953474025518,300
20,35,0.8,0.5,1.2,2.0,5,0.1,0.7216347204267148,378
20,30,0.5,0.8,1.2,1.0,3,0.05,0.7211146698826888,546
30,30,0.3,1.2,2.0,1.0,5,0.07,0.7210723047031242,360
20,30,0.8,1.2,2.0,2.0,5,0.1,0.7201072514430051,390
20,30,0.8,1.2,1.5,2.0,5,0.1,0.7201072514430051,390
25,30,0.5,1.2,1.5,1.0,3,0.1,0.7199845791593549,453
30,30,0.8,0.8,2.0,1.5,7,0.1,0.7195640177236314,300
20,25,0.8,0.5,1.2,1.0,7,0.1,0.7195072840688891,534
20,25,0.8,0.5,1.2,1.0,5,0.1,0.7195072840688891,534
20,30,0.5,0.8,1.5,1.0,7,0.07,0.7193279576733304,516
25,30,0.8,0.8,2.0,2.0,3,0.1,0.7188676808346924,348
25,30,0.8,0.8,1.5,2.0,3,0.1,0.7188676808346924,348
30,35,0.5,0.5,1.5,1.0,5,0.05,0.7182114507797942,354
20,30,0.5,0.5,1.5,1.0,3,0.1,0.7176320396812397,537
20,30,0.5,0.5,1.2,1.0,3,0.1,0.7173465075520717,549
30,30,0.3,0.5,1.2,1.0,5,0.07,0.7164871981122697,384
30,30,0.3,0.5,1.2,1.0,7,0.07,0.7164871981122697,384
20,30,0.5,0.5,1.5,1.0,3,0.07,0.7162710019091539,537
20,35,0.5,1.2,1.5,1.0,3,0.07,0.7161528799541412,513
25,30,0.8,0.8,2.0,2.0,7,0.1,0.7158913622041818,327
20,35,0.5,1.2,1.5,1.0,7,0.07,0.7154468504666369,495
20,25,0.8,1.2,1.2,1.0,5,0.07,0.7152775430509485,522
20,25,0.8,1.2,1.2,1.0,7,0.07,0.7152775430509485,522
25,35,0.8,0.8,2.0,2.0,7,0.07,0.7148914467624259,309
